,ApplicationSignedHour,ApplicationSignedWeekday,VerificationType,AppliedAmount,LanguageCode,Age,Gender,Country,LoanDuration,MonthlyPayment,UseOfLoan,Education,MaritalStatus,NrOfDependants,EmploymentStatus,EmploymentDurationCurrentEmployer,WorkExperience,OccupationArea,HomeOwnershipType,IncomeFromPrincipalEmployer,IncomeFromPension,IncomeFromFamilyAllowance,IncomeFromSocialWelfare,IncomeFromLeavePay,IncomeFromChildSupport,IncomeOther,IncomeTotal,ExistingLiabilities,LiabilitiesTotal,RefinanceLiabilities,DebtToIncome,FreeCash,MonthlyPaymentDay,NewCreditCustomer,NoOfPreviousLoansBeforeLoan,AmountOfPreviousLoansBeforeLoan,PreviousRepaymentsBeforeLoan,PreviousEarlyRepaymentsBefoleLoan,PreviousEarlyRepaymentsCountBeforeLoan,TARGET,EE,ES,FI,SK
1390,23.0,6.0,2.0,319.5582,1.0,18.0,0.0,EE,2.0,0.0,7.0,2.0,2.0,0,3.0,UpTo4Years,2To5Years,1.0,0.0,9875.0,0.0,0.0,0.0,0.0,0.0,1300.0,11175.0,0.0,0.0,0.0,0.0,0.0,16.0,True,1.0,115.04,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1391,17.0,7.0,2.0,191.7349,1.0,45.0,1.0,EE,6.0,,0.0,5.0,2.0,1,3.0,UpTo3Years,MoreThan25Years,1.0,,11000.0,0.0,0.0,0.0,0.0,0.0,300.0,11300.0,0.0,0.0,0.0,0.0,0.0,10.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1392,1.0,1.0,2.0,63.9116,1.0,76.0,1.0,EE,3.0,,8.0,4.0,5.0,0,4.0,,MoreThan25Years,19.0,,4500.0,0.0,0.0,0.0,0.0,0.0,500.0,5000.0,0.0,0.0,0.0,0.0,0.0,7.0,True,1.0,95.8674,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1393,14.0,2.0,2.0,319.5582,1.0,46.0,1.0,EE,12.0,,4.0,4.0,1.0,1,3.0,,MoreThan25Years,1.0,,7000.0,0.0,0.0,0.0,0.0,0.0,190.0,7190.0,0.0,0.0,0.0,0.0,0.0,21.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1394,18.0,1.0,2.0,57.5205,1.0,19.0,0.0,EE,2.0,,7.0,2.0,2.0,0,3.0,UpTo3Years,2To5Years,1.0,,7200.0,0.0,0.0,0.0,0.0,0.0,1500.0,8700.0,0.0,0.0,0.0,0.0,0.0,24.0,True,5.0,504.88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1395,16.0,4.0,2.0,319.5582,1.0,22.0,1.0,EE,3.0,,8.0,4.0,3.0,1,3.0,,2To5Years,10.0,,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,1.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1396,23.0,2.0,2.0,159.7791,1.0,42.0,1.0,EE,5.0,,0.0,4.0,4.0,0,2.0,UpTo3Years,10To15Years,18.0,,7000.0,0.0,0.0,0.0,0.0,0.0,4750.0,11750.0,0.0,0.0,0.0,0.0,0.0,25.0,True,3.0,409.0347,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1397,9.0,3.0,2.0,319.5582,1.0,42.0,1.0,EE,6.0,,6.0,4.0,1.0,0,3.0,MoreThan5Years,15To25Years,18.0,,6100.0,0.0,0.0,0.0,0.0,0.0,2100.0,8200.0,0.0,0.0,0.0,0.0,0.0,6.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1398,18.0,3.0,2.0,223.6908,1.0,48.0,1.0,EE,1.0,,6.0,5.0,4.0,0,3.0,MoreThan5Years,MoreThan25Years,16.0,,9300.0,0.0,0.0,0.0,0.0,0.0,3000.0,12300.0,0.0,0.0,0.0,0.0,0.0,12.0,True,1.0,127.8234,128.9815,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1399,19.0,3.0,2.0,127.8233,1.0,38.0,1.0,EE,6.0,,8.0,4.0,2.0,1,3.0,,15To25Years,1.0,,6600.0,0.0,0.0,0.0,0.0,0.0,4000.0,10600.0,0.0,0.0,0.0,0.0,0.0,7.0,True,2.0,159.7792,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1400,17.0,4.0,2.0,383.4699,1.0,32.0,1.0,EE,12.0,,0.0,4.0,2.0,2,3.0,UpTo3Years,5To10Years,15.0,,11700.0,0.0,0.0,0.0,0.0,0.0,7100.0,18800.0,0.0,0.0,0.0,0.0,0.0,10.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1401,8.0,5.0,2.0,319.5582,1.0,30.0,1.0,EE,24.0,,4.0,3.0,1.0,2,2.0,,5To10Years,1.0,,3000.0,0.0,0.0,0.0,0.0,0.0,600.0,3600.0,0.0,0.0,0.0,0.0,0.0,10.0,True,1.0,185.3442,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1402,13.0,5.0,2.0,63.9116,1.0,18.0,1.0,EE,6.0,,7.0,2.0,1.0,1,,,LessThan2Years,1.0,,3600.0,0.0,0.0,0.0,0.0,0.0,300.0,3900.0,0.0,0.0,0.0,0.0,0.0,13.0,True,2.0,95.8669,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1403,14.0,6.0,2.0,191.7349,1.0,44.0,1.0,EE,12.0,,5.0,4.0,1.0,5,5.0,,10To15Years,16.0,,3000.0,0.0,0.0,0.0,0.0,0.0,3000.0,6000.0,0.0,0.0,0.0,0.0,0.0,20.0,True,3.0,549.6094,51.0455,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1404,12.0,1.0,2.0,127.8233,1.0,19.0,0.0,EE,2.0,,1.0,4.0,3.0,0,,,2To5Years,16.0,,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,24.0,True,2.0,134.2144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1405,14.0,1.0,2.0,159.7791,1.0,38.0,1.0,EE,7.0,,8.0,4.0,2.0,1,3.0,,15To25Years,1.0,,6600.0,0.0,0.0,0.0,0.0,0.0,4000.0,10600.0,0.0,0.0,0.0,0.0,0.0,15.0,True,3.0,287.602,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1406,22.0,1.0,2.0,127.8233,1.0,42.0,1.0,EE,5.0,,0.0,4.0,4.0,0,2.0,UpTo3Years,10To15Years,18.0,,7000.0,0.0,0.0,0.0,0.0,0.0,4750.0,11750.0,0.0,0.0,0.0,0.0,0.0,15.0,True,4.0,492.1197,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1407,20.0,2.0,2.0,191.7349,1.0,33.0,1.0,EE,4.0,,0.0,5.0,3.0,0,3.0,MoreThan5Years,10To15Years,15.0,,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,8.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1408,0.0,3.0,2.0,639.1165,1.0,27.0,1.0,EE,24.0,,0.0,5.0,2.0,1,3.0,UpTo3Years,2To5Years,6.0,,8600.0,0.0,0.0,0.0,0.0,0.0,300.0,8900.0,0.0,0.0,0.0,0.0,0.0,15.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1409,9.0,3.0,2.0,95.8675,1.0,24.0,1.0,EE,6.0,,7.0,2.0,1.0,1,,,LessThan2Years,1.0,,4200.0,0.0,0.0,0.0,0.0,0.0,0.0,4200.0,0.0,0.0,0.0,0.0,0.0,15.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1410,19.0,4.0,2.0,127.8233,1.0,23.0,1.0,EE,6.0,,0.0,2.0,2.0,1,3.0,UpTo1Year,LessThan2Years,1.0,,5200.0,0.0,0.0,0.0,0.0,0.0,300.0,5500.0,0.0,0.0,0.0,0.0,0.0,15.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1411,18.0,6.0,2.0,639.1165,1.0,20.0,0.0,EE,2.0,,3.0,3.0,3.0,0,3.0,UpTo1Year,LessThan2Years,13.0,,7500.0,0.0,0.0,0.0,0.0,0.0,15000.0,22500.0,0.0,0.0,0.0,0.0,0.0,15.0,True,1.0,319.5585,166.5007,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1412,23.0,1.0,2.0,223.6908,1.0,42.0,1.0,EE,4.0,,0.0,4.0,4.0,0,2.0,UpTo3Years,10To15Years,18.0,,7000.0,0.0,0.0,0.0,0.0,0.0,4750.0,11750.0,0.0,0.0,0.0,0.0,0.0,25.0,True,5.0,581.5961,56.4622,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1413,12.0,3.0,2.0,191.7349,1.0,21.0,0.0,EE,4.0,,8.0,4.0,3.0,0,2.0,,2To5Years,17.0,,4300.0,0.0,0.0,0.0,0.0,0.0,2000.0,6300.0,0.0,0.0,0.0,0.0,0.0,11.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1414,17.0,3.0,2.0,255.6466,1.0,19.0,1.0,EE,24.0,,4.0,2.0,3.0,0,,,LessThan2Years,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,25.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1415,14.0,4.0,2.0,159.7791,1.0,38.0,1.0,EE,8.0,,8.0,4.0,2.0,1,3.0,,15To25Years,1.0,,6600.0,0.0,0.0,0.0,0.0,0.0,4000.0,10600.0,0.0,0.0,0.0,0.0,0.0,20.0,True,4.0,389.8605,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1416,20.0,4.0,2.0,511.2932,1.0,30.0,1.0,EE,24.0,,7.0,1.0,1.0,2,2.0,,2To5Years,1.0,,3000.0,0.0,0.0,0.0,0.0,0.0,1000.0,4000.0,0.0,0.0,0.0,0.0,0.0,26.0,True,2.0,447.374,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1417,14.0,5.0,2.0,191.7349,1.0,26.0,1.0,EE,16.0,,7.0,4.0,2.0,2,3.0,UpTo2Years,2To5Years,16.0,,5000.0,0.0,0.0,0.0,0.0,0.0,1500.0,6500.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1.0,210.9084,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1418,19.0,5.0,2.0,63.9116,1.0,44.0,1.0,EE,12.0,,5.0,4.0,1.0,5,5.0,,10To15Years,16.0,,3000.0,0.0,0.0,0.0,0.0,0.0,3000.0,6000.0,0.0,0.0,0.0,0.0,0.0,20.0,True,4.0,690.2158,51.0455,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1419,15.0,6.0,2.0,958.6747,1.0,40.0,1.0,EE,24.0,,7.0,4.0,3.0,1,3.0,,MoreThan25Years,3.0,,5000.0,0.0,0.0,0.0,0.0,0.0,1000.0,6000.0,0.0,0.0,0.0,0.0,0.0,28.0,True,1.0,31.9558,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1420,21.0,7.0,2.0,127.8233,1.0,42.0,1.0,EE,5.0,,0.0,4.0,4.0,0,2.0,UpTo3Years,10To15Years,18.0,,7000.0,0.0,0.0,0.0,0.0,0.0,4750.0,11750.0,0.0,0.0,0.0,0.0,0.0,27.0,True,6.0,658.29,56.4622,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1421,10.0,2.0,2.0,255.6466,1.0,18.0,1.0,EE,6.0,,7.0,2.0,2.0,1,3.0,UpTo1Year,2To5Years,9.0,,7000.0,0.0,0.0,0.0,0.0,0.0,12000.0,19000.0,0.0,0.0,0.0,0.0,0.0,12.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1422,11.0,3.0,2.0,319.5582,1.0,25.0,1.0,EE,18.0,,4.0,4.0,1.0,1,3.0,UpTo2Years,2To5Years,1.0,,8000.0,0.0,0.0,0.0,0.0,0.0,1300.0,9300.0,0.0,0.0,0.0,0.0,0.0,6.0,True,0.0,146.9931,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1423,11.0,3.0,2.0,319.5582,1.0,25.0,1.0,EE,18.0,,4.0,4.0,1.0,1,3.0,UpTo2Years,2To5Years,1.0,,8000.0,0.0,0.0,0.0,0.0,0.0,1300.0,9300.0,0.0,0.0,0.0,0.0,0.0,6.0,True,1.0,146.9969,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1424,10.0,4.0,2.0,127.8233,1.0,18.0,1.0,EE,12.0,,8.0,2.0,1.0,1,,,LessThan2Years,1.0,,3600.0,0.0,0.0,0.0,0.0,0.0,300.0,3900.0,0.0,0.0,0.0,0.0,0.0,13.0,True,3.0,159.7769,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1425,11.0,4.0,2.0,191.7349,1.0,55.0,1.0,EE,15.0,,8.0,3.0,2.0,0,3.0,,MoreThan25Years,1.0,,6000.0,0.0,0.0,0.0,0.0,0.0,2000.0,8000.0,0.0,0.0,0.0,0.0,0.0,10.0,True,3.0,456.9663,28.6301,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1426,11.0,5.0,2.0,102.2586,1.0,38.0,1.0,EE,6.0,,8.0,4.0,2.0,1,3.0,,15To25Years,1.0,,6600.0,0.0,0.0,0.0,0.0,0.0,4000.0,10600.0,0.0,0.0,0.0,0.0,0.0,20.0,True,5.0,549.6401,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1427,9.0,5.0,2.0,511.2932,1.0,47.0,1.0,EE,6.0,,7.0,5.0,4.0,1,3.0,MoreThan5Years,15To25Years,1.0,,13200.0,0.0,0.0,0.0,0.0,0.0,4600.0,17800.0,0.0,0.0,0.0,0.0,0.0,26.0,True,1.0,191.7349,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1428,23.0,5.0,2.0,95.8675,1.0,42.0,1.0,EE,5.0,,0.0,4.0,4.0,0,2.0,UpTo3Years,10To15Years,18.0,,7000.0,0.0,0.0,0.0,0.0,0.0,4750.0,11750.0,0.0,0.0,0.0,0.0,0.0,25.0,True,7.0,690.2458,56.4622,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1429,10.0,6.0,2.0,223.6908,1.0,18.0,1.0,EE,12.0,,8.0,2.0,1.0,1,,,LessThan2Years,1.0,,3600.0,0.0,0.0,0.0,0.0,0.0,300.0,3900.0,0.0,0.0,0.0,0.0,0.0,13.0,True,4.0,198.1269,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1430,11.0,6.0,2.0,191.7349,1.0,55.0,1.0,EE,20.0,,8.0,3.0,2.0,0,3.0,,MoreThan25Years,1.0,,6000.0,0.0,0.0,0.0,0.0,0.0,2000.0,8000.0,0.0,0.0,0.0,0.0,0.0,10.0,True,4.0,488.9222,28.6301,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1431,15.0,6.0,2.0,383.4699,1.0,30.0,1.0,EE,24.0,,4.0,3.0,1.0,2,2.0,,2To5Years,16.0,,1200.0,0.0,0.0,0.0,0.0,0.0,3000.0,4200.0,0.0,0.0,0.0,0.0,0.0,15.0,True,3.0,581.5663,10.3635,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1432,17.0,2.0,2.0,191.7349,1.0,18.0,1.0,EE,6.0,,7.0,2.0,2.0,1,3.0,UpTo1Year,2To5Years,9.0,,7000.0,0.0,0.0,0.0,0.0,0.0,12000.0,19000.0,0.0,0.0,0.0,0.0,0.0,12.0,True,1.0,172.5615,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1433,16.0,7.0,2.0,127.8233,1.0,18.0,1.0,EE,18.0,,7.0,2.0,1.0,1,,,LessThan2Years,1.0,,3600.0,0.0,0.0,0.0,0.0,0.0,300.0,3900.0,0.0,0.0,0.0,0.0,0.0,13.0,True,5.0,281.2069,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1434,10.0,2.0,2.0,319.5582,1.0,31.0,1.0,EE,16.0,,4.0,5.0,2.0,3,3.0,MoreThan5Years,10To15Years,11.0,,9870.0,0.0,0.0,0.0,0.0,0.0,2100.0,11970.0,0.0,0.0,0.0,0.0,0.0,10.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1435,10.0,2.0,2.0,319.5582,1.0,31.0,1.0,EE,16.0,,4.0,5.0,2.0,3,3.0,MoreThan5Years,10To15Years,11.0,,9870.0,0.0,0.0,0.0,0.0,0.0,2100.0,11970.0,0.0,0.0,0.0,0.0,0.0,10.0,True,1.0,319.5587,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1436,20.0,7.0,2.0,319.5582,1.0,24.0,0.0,EE,4.0,,7.0,5.0,2.0,0,3.0,UpTo5Years,5To10Years,11.0,,24000.0,0.0,0.0,0.0,0.0,0.0,1500.0,25500.0,0.0,0.0,0.0,0.0,0.0,1.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1437,10.0,2.0,2.0,639.1165,1.0,41.0,0.0,EE,12.0,,0.0,5.0,2.0,2,3.0,UpTo3Years,15To25Years,6.0,,20000.0,0.0,0.0,0.0,0.0,0.0,3000.0,23000.0,0.0,0.0,0.0,0.0,0.0,20.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1438,8.0,2.0,2.0,319.5582,1.0,23.0,0.0,EE,4.0,,6.0,4.0,2.0,0,3.0,UpTo1Year,5To10Years,10.0,,18000.0,0.0,0.0,0.0,0.0,0.0,1500.0,19500.0,0.0,0.0,0.0,0.0,0.0,10.0,True,1.0,25.5647,7.1006,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1439,13.0,2.0,2.0,255.6466,1.0,54.0,1.0,EE,6.0,,0.0,4.0,1.0,0,3.0,UpTo5Years,MoreThan25Years,7.0,,16294.0,0.0,0.0,0.0,0.0,0.0,1500.0,17794.0,0.0,0.0,0.0,0.0,0.0,1.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1440,8.0,4.0,2.0,63.9116,1.0,19.0,1.0,EE,10.0,,0.0,2.0,3.0,0,,,LessThan2Years,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,28.0,True,1.0,172.5604,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1441,12.0,4.0,2.0,447.3815,1.0,42.0,1.0,EE,24.0,,0.0,4.0,4.0,0,2.0,UpTo3Years,10To15Years,18.0,,7000.0,0.0,0.0,0.0,0.0,0.0,4750.0,11750.0,0.0,0.0,0.0,0.0,0.0,5.0,True,8.0,786.1132,147.45,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1442,17.0,5.0,2.0,159.7791,1.0,54.0,1.0,EE,3.0,,6.0,5.0,5.0,0,3.0,,MoreThan25Years,16.0,,11800.0,0.0,0.0,0.0,0.0,0.0,7200.0,19000.0,0.0,0.0,0.0,0.0,0.0,25.0,True,1.0,127.8234,65.0973,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1443,14.0,5.0,2.0,319.5582,1.0,26.0,1.0,EE,10.0,,7.0,2.0,1.0,1,3.0,UpTo5Years,5To10Years,1.0,,6700.0,0.0,0.0,0.0,0.0,0.0,900.0,7600.0,0.0,0.0,0.0,0.0,0.0,1.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1444,18.0,5.0,2.0,319.5582,1.0,26.0,0.0,EE,6.0,,1.0,4.0,2.0,0,5.0,UpTo4Years,5To10Years,11.0,,13000.0,0.0,0.0,0.0,0.0,0.0,3500.0,16500.0,0.0,0.0,0.0,0.0,0.0,20.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1445,12.0,6.0,2.0,191.7349,1.0,36.0,1.0,EE,2.0,,6.0,5.0,3.0,2,3.0,,10To15Years,16.0,,13000.0,0.0,0.0,0.0,0.0,0.0,2000.0,15000.0,0.0,0.0,0.0,0.0,0.0,11.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1446,14.0,6.0,2.0,383.4699,1.0,25.0,0.0,EE,6.0,,6.0,4.0,3.0,0,3.0,UpTo1Year,5To10Years,1.0,,12000.0,0.0,0.0,0.0,0.0,0.0,4000.0,16000.0,0.0,0.0,0.0,0.0,0.0,15.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1447,17.0,6.0,2.0,223.6908,1.0,20.0,0.0,EE,1.0,,3.0,3.0,3.0,0,3.0,UpTo1Year,2To5Years,13.0,,7000.0,0.0,0.0,0.0,0.0,0.0,9000.0,16000.0,0.0,0.0,0.0,0.0,0.0,15.0,True,2.0,933.1106,332.0436,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1448,20.0,6.0,2.0,38.347,1.0,19.0,0.0,EE,1.0,,7.0,2.0,3.0,1,3.0,UpTo3Years,2To5Years,1.0,,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,10.0,True,1.0,51.1268,3.9996,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1449,15.0,7.0,2.0,415.4257,1.0,42.0,1.0,EE,22.0,,0.0,4.0,4.0,0,2.0,UpTo3Years,10To15Years,18.0,,7000.0,0.0,0.0,0.0,0.0,0.0,4750.0,11750.0,0.0,0.0,0.0,0.0,0.0,5.0,True,9.0,818.0741,147.45,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1450,21.0,7.0,2.0,159.7791,1.0,54.0,1.0,EE,3.0,,6.0,5.0,5.0,0,3.0,MoreThan5Years,MoreThan25Years,16.0,,11800.0,0.0,0.0,0.0,0.0,0.0,7200.0,19000.0,0.0,0.0,0.0,0.0,0.0,25.0,True,2.0,287.6029,65.0973,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1451,10.0,4.0,2.0,127.8233,1.0,19.0,0.0,EE,2.0,,0.0,4.0,3.0,0,2.0,,2To5Years,7.0,,4000.0,0.0,0.0,0.0,0.0,0.0,2000.0,6000.0,0.0,0.0,0.0,0.0,0.0,24.0,True,3.0,210.9084,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1452,0.0,2.0,2.0,319.5582,1.0,40.0,1.0,EE,3.0,,0.0,4.0,1.0,2,3.0,UpTo3Years,15To25Years,1.0,,8000.0,0.0,0.0,0.0,0.0,0.0,600.0,8600.0,0.0,0.0,0.0,0.0,0.0,8.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1453,14.0,2.0,2.0,639.1165,1.0,36.0,1.0,EE,12.0,,0.0,5.0,1.0,1,3.0,MoreThan5Years,10To15Years,4.0,,16000.0,0.0,0.0,0.0,0.0,0.0,300.0,16300.0,0.0,0.0,0.0,0.0,0.0,13.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1454,12.0,3.0,2.0,383.4699,1.0,22.0,0.0,EE,12.0,,7.0,4.0,3.0,0,2.0,UpTo2Years,2To5Years,10.0,,7500.0,0.0,0.0,0.0,0.0,0.0,2000.0,9500.0,0.0,0.0,0.0,0.0,0.0,8.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1455,19.0,2.0,2.0,95.8675,1.0,33.0,1.0,EE,2.0,,6.0,5.0,1.0,1,3.0,MoreThan5Years,10To15Years,16.0,,9000.0,0.0,0.0,0.0,0.0,0.0,300.0,9300.0,0.0,0.0,0.0,0.0,0.0,9.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1456,12.0,3.0,2.0,95.8675,1.0,20.0,0.0,EE,1.0,,3.0,3.0,3.0,0,3.0,UpTo1Year,2To5Years,13.0,,7000.0,0.0,0.0,0.0,0.0,0.0,9000.0,16000.0,0.0,0.0,0.0,0.0,0.0,15.0,True,3.0,1156.8013,332.0436,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1457,13.0,5.0,2.0,287.6024,1.0,23.0,1.0,EE,18.0,,8.0,2.0,3.0,1,3.0,UpTo2Years,5To10Years,1.0,,11000.0,0.0,0.0,0.0,0.0,0.0,600.0,11600.0,0.0,0.0,0.0,0.0,0.0,15.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1458,12.0,4.0,2.0,639.1165,1.0,40.0,1.0,EE,6.0,,0.0,4.0,1.0,2,3.0,UpTo3Years,15To25Years,1.0,,8000.0,0.0,0.0,0.0,0.0,0.0,600.0,8600.0,0.0,0.0,0.0,0.0,0.0,8.0,True,1.0,76.6939,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1459,22.0,4.0,2.0,319.5582,1.0,25.0,1.0,EE,18.0,,4.0,4.0,1.0,1,3.0,UpTo2Years,2To5Years,1.0,,8000.0,0.0,0.0,0.0,0.0,0.0,1300.0,9300.0,0.0,0.0,0.0,0.0,0.0,6.0,True,2.0,293.99,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1460,9.0,5.0,2.0,159.7791,1.0,23.0,0.0,EE,3.0,,7.0,4.0,2.0,0,3.0,UpTo1Year,5To10Years,10.0,,18000.0,0.0,0.0,0.0,0.0,0.0,1500.0,19500.0,0.0,0.0,0.0,0.0,0.0,10.0,True,2.0,95.8676,26.8199,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1461,14.0,5.0,2.0,95.8675,3.0,23.0,1.0,EE,6.0,,2.0,2.0,1.0,3,3.0,UpTo4Years,5To10Years,7.0,,4000.0,0.0,0.0,0.0,0.0,0.0,5000.0,9000.0,0.0,0.0,0.0,0.0,0.0,23.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1462,13.0,6.0,2.0,159.7791,1.0,61.0,1.0,EE,6.0,,7.0,4.0,1.0,0,3.0,UpTo3Years,MoreThan25Years,7.0,,6000.0,0.0,0.0,0.0,0.0,0.0,4500.0,10500.0,0.0,0.0,0.0,0.0,0.0,25.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1463,15.0,6.0,2.0,319.5582,1.0,41.0,0.0,EE,12.0,,0.0,5.0,2.0,2,3.0,UpTo3Years,15To25Years,6.0,,20000.0,0.0,0.0,0.0,0.0,0.0,3000.0,23000.0,0.0,0.0,0.0,0.0,0.0,20.0,True,1.0,242.864,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1464,9.0,7.0,2.0,255.6466,1.0,35.0,1.0,EE,5.0,,7.0,2.0,2.0,2,3.0,UpTo4Years,10To15Years,18.0,,4000.0,0.0,0.0,0.0,0.0,0.0,2000.0,6000.0,0.0,0.0,0.0,0.0,0.0,23.0,True,1.0,127.8233,129.5387,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1465,10.0,2.0,2.0,319.5582,1.0,31.0,1.0,EE,10.0,,2.0,4.0,2.0,3,3.0,MoreThan5Years,5To10Years,7.0,,4500.0,0.0,0.0,0.0,0.0,0.0,5000.0,9500.0,0.0,0.0,0.0,0.0,0.0,15.0,True,1.0,159.7789,18.5547,0.0,0.0,0.0,1.0,0.0,0.0,0.0
